859.13	782.19	851.38	1041.69	1546.5
859.75	782.19	850.88	1041.56	1546.56
859.94	782.69	850.81	1041.81	1546.63
861.5	783.19	850.81	1041.5	1546.19
860.88	783.5	850.69	1041.69	1546.31
861.19	783.5	850.31	1041.69	1546.31
861.13	783.44	850.5	1041.63	1546.5
861.13	783.81	850.5	1041.63	1546.5
861.19	783.81	850.5	1041.81	1546.38
861.44	783.81	850.19	1041.94	1546.44
862.25	783.06	850	1042.31	1546.31
863.31	783	849.88	1042.63	1546.19
863.5	782.94	849.81	1042.56	1546.19
863.63	782.88	850	1042.63	1545.81
863.63	782.63	849.88	1042.88	1546.06
863.69	782.38	849.63	1043.06	1546
864.31	782	849.63	1043.25	1545.63
865.81	781.31	849.44	1043.63	1545.56
867.38	780.5	849.44	1044.19	1545.31
868.75	780.25	849.31	1044.19	1545.38
868.69	780.19	849.25	1044.31	1545.44
868.56	780.13	849.25	1044.38	1545.38
867.81	780.25	849.19	1044.13	1545.13
867.88	780.31	849.19	1044.13	1545.38
867.69	780.38	849.19	1044.31	1545.19
869.06	780.31	849.06	1044.31	1545.19
869.44	780.19	849.06	1044.13	1545.44
868.88	780.31	849.13	1044.19	1545
868.81	780.25	849	1044.63	1544.63
869.31	779.94	848.94	1044.44	1544.63
869	780	848.94	1044.44	1544.75
868.5	780.25	849	1044.44	1544.69
868.44	780.38	848.69	1044.25	1544.31
869.5	780.31	848.69	1044.44	1544.38
869.81	780.31	848.81	1044.5	1544.38
870.25	780.31	848.81	1044.44	1543.94
870.13	780.25	848.88	1044.44	1543.75
869.88	780.25	848.88	1044.19	1543.56
869.25	780.25	848.88	1044.31	1543.69
869.75	780.13	848.56	1044.44	1543.81
870.25	780.19	848.56	1044.5	1543.88
869.88	780.19	848.56	1044.81	1543.56
870.38	780.06	848.63	1044.88	1543.5
870.81	780.06	848.56	1044.56	1543.75
871.13	780.25	848.81	1044.63	1543.69
871.94	780.06	848.63	1044.75	1543.88
871.38	780.13	848.5	1044.63	1543.94
870.81	780.44	848.69	1044.81	1544.38
869.81	780.44	848.69	1045	1544.25
870.06	780.44	848.5	1045	1544.25
869.5	780.5	848.56	1045	1544.13
869.56	780.5	848.63	1045.06	1544.06
869.44	780.25	848.69	1045	1543.88
869.94	780.13	848.69	1045.19	1544.13
870.25	779.94	848.69	1045.25	1543.75
870.81	779.56	848.94	1045.25	1543.31
871.44	779.44	848.94	1045.31	1543.06
871.5	779.19	849.06	1045.25	1542.81
871.56	779.13	849.44	1045.13	1542
871.06	779.19	849.5	1044.75	1541.88
870.5	779.19	849.44	1044.75	1541.81
870.31	779.19	849.69	1044.81	1541.38
869.69	779.56	849.69	1044.81	1541.06
869.81	779.25	849.63	1044.75	1541
